Date,Entity_Name,Entity_Type,Weather_Condition,College_Exam_Season,Local_Event,Promo_Active,Recent_Review_Avg,Expected_Footfall
2024-12-29,Bistro 1,Restaurant,Light Rain,False,None,True,4.8,227
2024-12-29,Hostel B,Hostel,Light Rain,True,None,False,,121
2024-12-29,Spice Grill,Restaurant,Cloudy,False,None,False,4.5,257
2024-12-29,UEM Kolkata Hostel,Hostel,Clear,True,None,False,,227
2024-12-30,Bistro 1,Restaurant,Light Rain,False,None,False,3.6,123
2024-12-30,Hostel B,Hostel,Clear,True,Concert,False,,132
2024-12-30,Spice Grill,Restaurant,Clear,False,None,True,4.4,282
2024-12-30,UEM Kolkata Hostel,Hostel,Clear,True,None,False,,216
2024-12-31,Bistro 1,Restaurant,Clear,False,None,False,4.3,113
2024-12-31,Hostel B,Hostel,Cloudy,True,None,False,,110
2024-12-31,Spice Grill,Restaurant,Clear,False,None,True,4.0,198
2024-12-31,UEM Kolkata Hostel,Hostel,Clear,True,None,False,,201
2025-01-01,Bistro 1,Restaurant,Clear,False,None,True,4.5,218
2025-01-01,Hostel B,Hostel,Clear,False,None,False,,44
2025-01-01,Spice Grill,Restaurant,Light Rain,False,None,False,4.2,199
2025-01-01,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,69
2025-01-02,Bistro 1,Restaurant,Cloudy,False,Concert,True,4.8,204
2025-01-02,Hostel B,Hostel,Clear,False,Local Festival,False,,56
2025-01-02,Spice Grill,Restaurant,Clear,False,Concert,False,3.6,281
2025-01-02,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,70
2025-01-03,Bistro 1,Restaurant,Cloudy,False,None,False,4.9,124
2025-01-03,Hostel B,Hostel,Cloudy,False,None,False,,35
2025-01-03,Spice Grill,Restaurant,Clear,False,None,True,4.2,294
2025-01-03,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,106
2025-01-04,Bistro 1,Restaurant,Clear,False,None,True,4.6,256
2025-01-04,Hostel B,Hostel,Heatwave,False,None,False,,45
2025-01-04,Spice Grill,Restaurant,Heatwave,False,None,True,4.7,430
2025-01-04,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,117
2025-01-05,Bistro 1,Restaurant,Cloudy,False,None,True,4.3,239
2025-01-05,Hostel B,Hostel,Clear,False,None,False,,34
2025-01-05,Spice Grill,Restaurant,Cloudy,False,None,True,4.4,333
2025-01-05,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,81
2025-01-06,Bistro 1,Restaurant,Light Rain,False,None,False,4.4,131
2025-01-06,Hostel B,Hostel,Light Rain,False,Concert,False,,42
2025-01-06,Spice Grill,Restaurant,Clear,False,Local Festival,True,4.5,372
2025-01-06,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,70
2025-01-07,Bistro 1,Restaurant,Clear,False,None,False,4.8,134
2025-01-07,Hostel B,Hostel,Clear,False,Local Festival,False,,53
2025-01-07,Spice Grill,Restaurant,Cloudy,False,None,True,4.2,309
2025-01-07,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,69
2025-01-08,Bistro 1,Restaurant,Clear,False,None,False,3.5,111
2025-01-08,Hostel B,Hostel,Clear,False,Concert,False,,44
2025-01-08,Spice Grill,Restaurant,Clear,False,None,True,3.8,197
2025-01-08,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,78
2025-01-09,Bistro 1,Restaurant,Light Rain,False,None,True,3.7,111
2025-01-09,Hostel B,Hostel,Light Rain,False,None,False,,47
2025-01-09,Spice Grill,Restaurant,Heatwave,False,None,True,4.0,196
2025-01-09,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,108
2025-01-10,Bistro 1,Restaurant,Cloudy,False,None,False,3.5,114
2025-01-10,Hostel B,Hostel,Clear,False,Sports Match,False,,32
2025-01-10,Spice Grill,Restaurant,Cloudy,False,None,False,3.8,210
2025-01-10,UEM Kolkata Hostel,Hostel,Clear,False,Concert,False,,105
2025-01-11,Bistro 1,Restaurant,Clear,False,None,False,4.3,167
2025-01-11,Hostel B,Hostel,Light Rain,False,None,False,,38
2025-01-11,Spice Grill,Restaurant,Cloudy,False,Concert,False,4.6,345
2025-01-11,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,129
2025-01-12,Bistro 1,Restaurant,Light Rain,False,None,False,3.7,153
2025-01-12,Hostel B,Hostel,Light Rain,False,None,False,,47
2025-01-12,Spice Grill,Restaurant,Cloudy,False,None,False,4.8,272
2025-01-12,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,64
2025-01-13,Bistro 1,Restaurant,Light Rain,False,None,False,4.5,123
2025-01-13,Hostel B,Hostel,Heavy Rain,False,None,False,,30
2025-01-13,Spice Grill,Restaurant,Cloudy,False,None,False,3.9,182
2025-01-13,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,79
2025-01-14,Bistro 1,Restaurant,Light Rain,False,None,False,3.7,123
2025-01-14,Hostel B,Hostel,Light Rain,False,None,False,,58
2025-01-14,Spice Grill,Restaurant,Clear,False,Local Festival,True,4.3,432
2025-01-14,UEM Kolkata Hostel,Hostel,Heavy Rain,False,None,False,,104
2025-01-15,Bistro 1,Restaurant,Cloudy,False,None,True,3.6,118
2025-01-15,Hostel B,Hostel,Clear,False,None,False,,54
2025-01-15,Spice Grill,Restaurant,Cloudy,False,Local Festival,False,3.8,259
2025-01-15,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,83
2025-01-16,Bistro 1,Restaurant,Heatwave,False,None,False,4.7,127
2025-01-16,Hostel B,Hostel,Clear,False,None,False,,34
2025-01-16,Spice Grill,Restaurant,Cloudy,False,None,False,5.0,194
2025-01-16,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,76
2025-01-17,Bistro 1,Restaurant,Clear,False,None,False,4.7,125
2025-01-17,Hostel B,Hostel,Clear,False,None,False,,47
2025-01-17,Spice Grill,Restaurant,Clear,False,None,True,3.8,227
2025-01-17,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,78
2025-01-18,Bistro 1,Restaurant,Light Rain,False,None,False,3.7,160
2025-01-18,Hostel B,Hostel,Clear,False,None,False,,50
2025-01-18,Spice Grill,Restaurant,Heatwave,False,None,False,4.0,300
2025-01-18,UEM Kolkata Hostel,Hostel,Light Rain,False,Local Festival,False,,80
2025-01-19,Bistro 1,Restaurant,Light Rain,False,None,False,4.7,172
2025-01-19,Hostel B,Hostel,Light Rain,False,None,False,,61
2025-01-19,Spice Grill,Restaurant,Cloudy,False,None,True,4.6,415
2025-01-19,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,125
2025-01-20,Bistro 1,Restaurant,Clear,False,None,True,4.8,178
2025-01-20,Hostel B,Hostel,Heatwave,False,Local Festival,False,,42
2025-01-20,Spice Grill,Restaurant,Clear,False,None,False,4.8,215
2025-01-20,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,66
2025-01-21,Bistro 1,Restaurant,Heatwave,False,None,False,3.9,117
2025-01-21,Hostel B,Hostel,Cloudy,False,None,False,,47
2025-01-21,Spice Grill,Restaurant,Clear,False,None,True,4.0,226
2025-01-21,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,73
2025-01-22,Bistro 1,Restaurant,Heatwave,False,None,True,4.5,170
2025-01-22,Hostel B,Hostel,Heavy Rain,False,None,False,,50
2025-01-22,Spice Grill,Restaurant,Cloudy,False,None,True,3.6,209
2025-01-22,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,102
2025-01-23,Bistro 1,Restaurant,Cloudy,False,None,True,3.8,119
2025-01-23,Hostel B,Hostel,Clear,False,None,False,,50
2025-01-23,Spice Grill,Restaurant,Clear,False,None,True,4.3,359
2025-01-23,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,117
2025-01-24,Bistro 1,Restaurant,Clear,False,None,True,4.9,173
2025-01-24,Hostel B,Hostel,Light Rain,False,None,False,,27
2025-01-24,Spice Grill,Restaurant,Clear,False,Sports Match,True,4.3,408
2025-01-24,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,81
2025-01-25,Bistro 1,Restaurant,Heatwave,False,Local Festival,False,3.8,228
2025-01-25,Hostel B,Hostel,Cloudy,False,Sports Match,False,,31
2025-01-25,Spice Grill,Restaurant,Clear,False,None,True,4.7,451
2025-01-25,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,115
2025-01-26,Bistro 1,Restaurant,Light Rain,False,None,True,4.7,258
2025-01-26,Hostel B,Hostel,Heavy Rain,False,None,False,,49
2025-01-26,Spice Grill,Restaurant,Clear,False,None,True,4.7,397
2025-01-26,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,88
2025-01-27,Bistro 1,Restaurant,Clear,False,Sports Match,False,3.8,205
2025-01-27,Hostel B,Hostel,Clear,False,None,False,,58
2025-01-27,Spice Grill,Restaurant,Clear,False,None,False,4.4,209
2025-01-27,UEM Kolkata Hostel,Hostel,Clear,False,Concert,False,,68
2025-01-28,Bistro 1,Restaurant,Clear,False,None,False,4.2,119
2025-01-28,Hostel B,Hostel,Cloudy,False,None,False,,41
2025-01-28,Spice Grill,Restaurant,Clear,False,None,False,4.6,212
2025-01-28,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,106
2025-01-29,Bistro 1,Restaurant,Light Rain,False,None,False,4.1,114
2025-01-29,Hostel B,Hostel,Clear,False,Concert,False,,55
2025-01-29,Spice Grill,Restaurant,Clear,False,None,False,3.6,209
2025-01-29,UEM Kolkata Hostel,Hostel,Clear,False,Concert,False,,70
2025-01-30,Bistro 1,Restaurant,Heatwave,False,None,False,4.1,114
2025-01-30,Hostel B,Hostel,Cloudy,False,None,False,,59
2025-01-30,Spice Grill,Restaurant,Heavy Rain,False,None,True,4.6,169
2025-01-30,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,75
2025-01-31,Bistro 1,Restaurant,Clear,False,None,True,3.7,125
2025-01-31,Hostel B,Hostel,Heavy Rain,False,None,False,,55
2025-01-31,Spice Grill,Restaurant,Cloudy,False,Concert,False,3.9,278
2025-01-31,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,120
2025-02-01,Bistro 1,Restaurant,Clear,False,None,False,4.6,179
2025-02-01,Hostel B,Hostel,Cloudy,False,None,False,,141
2025-02-01,Spice Grill,Restaurant,Clear,False,None,True,4.6,397
2025-02-01,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,69
2025-02-02,Bistro 1,Restaurant,Clear,False,None,False,4.9,141
2025-02-02,Hostel B,Hostel,Clear,False,None,False,,161
2025-02-02,Spice Grill,Restaurant,Clear,False,Concert,False,4.8,413
2025-02-02,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,295
2025-02-03,Bistro 1,Restaurant,Heatwave,False,None,True,4.4,169
2025-02-03,Hostel B,Hostel,Light Rain,False,None,False,,158
2025-02-03,Spice Grill,Restaurant,Light Rain,False,Concert,False,4.2,293
2025-02-03,UEM Kolkata Hostel,Hostel,Cloudy,False,Concert,False,,280
2025-02-04,Bistro 1,Restaurant,Clear,False,Concert,False,4.1,204
2025-02-04,Hostel B,Hostel,Heavy Rain,False,None,False,,168
2025-02-04,Spice Grill,Restaurant,Cloudy,False,None,True,4.9,302
2025-02-04,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,305
2025-02-05,Bistro 1,Restaurant,Clear,False,None,True,4.6,169
2025-02-05,Hostel B,Hostel,Cloudy,False,None,False,,154
2025-02-05,Spice Grill,Restaurant,Heatwave,False,None,False,3.6,192
2025-02-05,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,327
2025-02-06,Bistro 1,Restaurant,Clear,False,None,False,3.8,111
2025-02-06,Hostel B,Hostel,Cloudy,False,None,False,,162
2025-02-06,Spice Grill,Restaurant,Clear,False,None,True,3.7,223
2025-02-06,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,318
2025-02-07,Bistro 1,Restaurant,Clear,False,Sports Match,False,4.2,181
2025-02-07,Hostel B,Hostel,Clear,False,None,False,,159
2025-02-07,Spice Grill,Restaurant,Light Rain,False,Concert,False,4.0,266
2025-02-07,UEM Kolkata Hostel,Hostel,Heatwave,False,Concert,False,,303
2025-02-08,Bistro 1,Restaurant,Clear,False,None,True,4.6,231
2025-02-08,Hostel B,Hostel,Clear,False,None,False,,136
2025-02-08,Spice Grill,Restaurant,Clear,False,None,False,4.1,296
2025-02-08,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,282
2025-02-09,Bistro 1,Restaurant,Clear,False,None,True,4.3,225
2025-02-09,Hostel B,Hostel,Clear,False,None,False,,160
2025-02-09,Spice Grill,Restaurant,Light Rain,False,None,False,4.1,277
2025-02-09,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,275
2025-02-10,Bistro 1,Restaurant,Cloudy,False,None,False,4.6,112
2025-02-10,Hostel B,Hostel,Heatwave,False,None,False,,163
2025-02-10,Spice Grill,Restaurant,Clear,False,None,False,4.8,182
2025-02-10,UEM Kolkata Hostel,Hostel,Clear,False,Concert,False,,303
2025-02-11,Bistro 1,Restaurant,Light Rain,False,None,False,4.4,127
2025-02-11,Hostel B,Hostel,Light Rain,False,None,False,,138
2025-02-11,Spice Grill,Restaurant,Clear,False,Sports Match,True,3.7,328
2025-02-11,UEM Kolkata Hostel,Hostel,Heavy Rain,False,None,False,,324
2025-02-12,Bistro 1,Restaurant,Heatwave,False,None,True,4.9,186
2025-02-12,Hostel B,Hostel,Cloudy,False,None,False,,141
2025-02-12,Spice Grill,Restaurant,Cloudy,False,None,False,4.7,211
2025-02-12,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,298
2025-02-13,Bistro 1,Restaurant,Light Rain,False,None,True,4.1,118
2025-02-13,Hostel B,Hostel,Clear,False,None,False,,148
2025-02-13,Spice Grill,Restaurant,Heatwave,False,None,True,4.7,326
2025-02-13,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,273
2025-02-14,Bistro 1,Restaurant,Clear,False,None,True,4.6,193
2025-02-14,Hostel B,Hostel,Clear,False,None,False,,149
2025-02-14,Spice Grill,Restaurant,Light Rain,False,None,True,4.4,293
2025-02-14,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,309
2025-02-15,Bistro 1,Restaurant,Cloudy,False,None,False,4.2,166
2025-02-15,Hostel B,Hostel,Clear,False,None,False,,157
2025-02-15,Spice Grill,Restaurant,Heavy Rain,False,None,True,4.0,126
2025-02-15,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,304
2025-02-16,Bistro 1,Restaurant,Clear,False,Local Festival,False,4.0,239
2025-02-16,Hostel B,Hostel,Heatwave,False,None,False,,146
2025-02-16,Spice Grill,Restaurant,Heatwave,False,None,True,4.2,369
2025-02-16,UEM Kolkata Hostel,Hostel,Cloudy,False,Concert,False,,297
2025-02-17,Bistro 1,Restaurant,Heavy Rain,False,Concert,True,4.2,116
2025-02-17,Hostel B,Hostel,Clear,False,None,False,,163
2025-02-17,Spice Grill,Restaurant,Clear,False,None,False,3.7,211
2025-02-17,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,289
2025-02-18,Bistro 1,Restaurant,Clear,False,None,True,4.5,202
2025-02-18,Hostel B,Hostel,Cloudy,False,None,False,,139
2025-02-18,Spice Grill,Restaurant,Clear,False,None,True,4.4,312
2025-02-18,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,291
2025-02-19,Bistro 1,Restaurant,Clear,False,None,False,3.5,121
2025-02-19,Hostel B,Hostel,Clear,False,None,False,,155
2025-02-19,Spice Grill,Restaurant,Clear,False,None,False,4.5,228
2025-02-19,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,307
2025-02-20,Bistro 1,Restaurant,Clear,False,None,False,4.9,137
2025-02-20,Hostel B,Hostel,Clear,False,None,False,,162
2025-02-20,Spice Grill,Restaurant,Clear,False,None,False,3.7,218
2025-02-20,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,320
2025-02-21,Bistro 1,Restaurant,Clear,False,None,False,3.6,118
2025-02-21,Hostel B,Hostel,Clear,False,None,False,,147
2025-02-21,Spice Grill,Restaurant,Clear,False,None,False,4.9,203
2025-02-21,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,324
2025-02-22,Bistro 1,Restaurant,Clear,False,None,False,4.1,173
2025-02-22,Hostel B,Hostel,Clear,False,None,False,,159
2025-02-22,Spice Grill,Restaurant,Clear,False,None,True,4.5,484
2025-02-22,UEM Kolkata Hostel,Hostel,Heatwave,False,None,False,,317
2025-02-23,Bistro 1,Restaurant,Cloudy,False,None,True,4.7,229
2025-02-23,Hostel B,Hostel,Light Rain,False,None,False,,142
2025-02-23,Spice Grill,Restaurant,Clear,False,None,True,3.8,257
2025-02-23,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,318
2025-02-24,Bistro 1,Restaurant,Clear,False,None,True,3.6,118
2025-02-24,Hostel B,Hostel,Cloudy,False,None,False,,141
2025-02-24,Spice Grill,Restaurant,Cloudy,False,Local Festival,False,4.2,279
2025-02-24,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,312
2025-02-25,Bistro 1,Restaurant,Cloudy,False,None,True,4.4,172
2025-02-25,Hostel B,Hostel,Heatwave,False,None,False,,140
2025-02-25,Spice Grill,Restaurant,Clear,False,None,False,4.0,216
2025-02-25,UEM Kolkata Hostel,Hostel,Clear,False,Sports Match,False,,280
2025-02-26,Bistro 1,Restaurant,Clear,False,None,True,4.4,177
2025-02-26,Hostel B,Hostel,Clear,False,None,False,,153
2025-02-26,Spice Grill,Restaurant,Cloudy,False,None,False,3.7,217
2025-02-26,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,319
2025-02-27,Bistro 1,Restaurant,Cloudy,False,Concert,True,3.5,156
2025-02-27,Hostel B,Hostel,Clear,False,None,False,,143
2025-02-27,Spice Grill,Restaurant,Light Rain,False,None,False,4.1,195
2025-02-27,UEM Kolkata Hostel,Hostel,Clear,False,Sports Match,False,,280
2025-02-28,Bistro 1,Restaurant,Clear,False,None,True,3.5,133
2025-02-28,Hostel B,Hostel,Cloudy,False,Local Festival,False,,60
2025-02-28,Spice Grill,Restaurant,Cloudy,False,None,False,4.0,204
2025-02-28,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,273
2025-03-01,Bistro 1,Restaurant,Cloudy,False,Concert,True,4.3,336
2025-03-01,Hostel B,Hostel,Clear,False,None,False,,152
2025-03-01,Spice Grill,Restaurant,Cloudy,False,None,True,3.8,245
2025-03-01,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,284
2025-03-02,Bistro 1,Restaurant,Light Rain,False,None,True,4.8,240
2025-03-02,Hostel B,Hostel,Heatwave,False,None,False,,149
2025-03-02,Spice Grill,Restaurant,Clear,False,None,False,4.1,277
2025-03-02,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,101
2025-03-03,Bistro 1,Restaurant,Cloudy,False,Local Festival,False,3.9,191
2025-03-03,Hostel B,Hostel,Clear,False,None,False,,135
2025-03-03,Spice Grill,Restaurant,Heatwave,False,None,False,4.5,215
2025-03-03,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,294
2025-03-04,Bistro 1,Restaurant,Clear,False,None,False,4.2,122
2025-03-04,Hostel B,Hostel,Clear,False,None,False,,142
2025-03-04,Spice Grill,Restaurant,Cloudy,False,Concert,True,3.6,236
2025-03-04,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,323
2025-03-05,Bistro 1,Restaurant,Clear,False,None,False,5.0,130
2025-03-05,Hostel B,Hostel,Heatwave,False,None,False,,152
2025-03-05,Spice Grill,Restaurant,Light Rain,False,None,False,3.8,205
2025-03-05,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,270
2025-03-06,Bistro 1,Restaurant,Light Rain,False,None,False,5.0,130
2025-03-06,Hostel B,Hostel,Cloudy,False,None,False,,162
2025-03-06,Spice Grill,Restaurant,Light Rain,False,Local Festival,False,3.5,284
2025-03-06,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,305
2025-03-07,Bistro 1,Restaurant,Cloudy,False,None,False,4.6,123
2025-03-07,Hostel B,Hostel,Light Rain,False,Sports Match,False,,153
2025-03-07,Spice Grill,Restaurant,Clear,False,None,False,4.6,227
2025-03-07,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,307
2025-03-08,Bistro 1,Restaurant,Clear,False,Sports Match,False,4.8,264
2025-03-08,Hostel B,Hostel,Light Rain,False,None,False,,162
2025-03-08,Spice Grill,Restaurant,Clear,False,Sports Match,True,4.8,533
2025-03-08,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,311
2025-03-09,Bistro 1,Restaurant,Clear,False,None,False,4.1,163
2025-03-09,Hostel B,Hostel,Cloudy,False,None,False,,163
2025-03-09,Spice Grill,Restaurant,Cloudy,False,None,False,4.4,271
2025-03-09,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,293
2025-03-10,Bistro 1,Restaurant,Cloudy,False,None,True,3.8,110
2025-03-10,Hostel B,Hostel,Clear,False,None,False,,153
2025-03-10,Spice Grill,Restaurant,Heavy Rain,False,None,True,4.3,129
2025-03-10,UEM Kolkata Hostel,Hostel,Heavy Rain,False,Concert,False,,298
2025-03-11,Bistro 1,Restaurant,Clear,False,None,False,4.6,115
2025-03-11,Hostel B,Hostel,Cloudy,False,None,False,,138
2025-03-11,Spice Grill,Restaurant,Clear,False,None,True,4.0,211
2025-03-11,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,323
2025-03-12,Bistro 1,Restaurant,Cloudy,False,None,True,4.2,180
2025-03-12,Hostel B,Hostel,Clear,False,None,False,,145
2025-03-12,Spice Grill,Restaurant,Clear,False,Local Festival,False,5.0,281
2025-03-12,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,312
2025-03-13,Bistro 1,Restaurant,Clear,False,None,False,3.5,128
2025-03-13,Hostel B,Hostel,Clear,False,None,False,,162
2025-03-13,Spice Grill,Restaurant,Clear,False,None,False,3.6,216
2025-03-13,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,273
2025-03-14,Bistro 1,Restaurant,Clear,False,Concert,False,3.6,167
2025-03-14,Hostel B,Hostel,Clear,False,None,False,,138
2025-03-14,Spice Grill,Restaurant,Cloudy,False,None,False,4.2,188
2025-03-14,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,279
2025-03-15,Bistro 1,Restaurant,Light Rain,False,Sports Match,False,4.6,223
2025-03-15,Hostel B,Hostel,Light Rain,False,None,False,,159
2025-03-15,Spice Grill,Restaurant,Heatwave,False,None,False,3.5,260
2025-03-15,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,318
2025-03-16,Bistro 1,Restaurant,Clear,False,Sports Match,True,5.0,319
2025-03-16,Hostel B,Hostel,Clear,False,None,False,,144
2025-03-16,Spice Grill,Restaurant,Clear,False,None,True,4.8,460
2025-03-16,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,274
2025-03-17,Bistro 1,Restaurant,Clear,False,None,True,3.6,111
2025-03-17,Hostel B,Hostel,Heatwave,False,None,False,,147
2025-03-17,Spice Grill,Restaurant,Heavy Rain,False,None,False,4.8,99
2025-03-17,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,310
2025-03-18,Bistro 1,Restaurant,Clear,False,None,True,3.6,135
2025-03-18,Hostel B,Hostel,Cloudy,False,None,False,,153
2025-03-18,Spice Grill,Restaurant,Clear,False,None,True,5.0,305
2025-03-18,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,316
2025-03-19,Bistro 1,Restaurant,Cloudy,False,None,True,3.9,129
2025-03-19,Hostel B,Hostel,Cloudy,False,None,False,,150
2025-03-19,Spice Grill,Restaurant,Clear,False,None,False,3.7,221
2025-03-19,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,307
2025-03-20,Bistro 1,Restaurant,Clear,False,None,False,4.3,131
2025-03-20,Hostel B,Hostel,Cloudy,False,Concert,False,,145
2025-03-20,Spice Grill,Restaurant,Clear,False,None,True,4.8,254
2025-03-20,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,293
2025-03-21,Bistro 1,Restaurant,Clear,False,None,False,3.7,134
2025-03-21,Hostel B,Hostel,Cloudy,False,Local Festival,False,,54
2025-03-21,Spice Grill,Restaurant,Clear,False,None,True,4.9,301
2025-03-21,UEM Kolkata Hostel,Hostel,Light Rain,False,Local Festival,False,,67
2025-03-22,Bistro 1,Restaurant,Clear,False,None,True,4.8,279
2025-03-22,Hostel B,Hostel,Light Rain,False,None,False,,161
2025-03-22,Spice Grill,Restaurant,Heatwave,False,None,True,4.0,317
2025-03-22,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,312
2025-03-23,Bistro 1,Restaurant,Light Rain,False,None,True,4.1,187
2025-03-23,Hostel B,Hostel,Heatwave,False,None,False,,135
2025-03-23,Spice Grill,Restaurant,Heatwave,False,None,False,4.0,244
2025-03-23,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,293
2025-03-24,Bistro 1,Restaurant,Clear,False,None,False,4.0,129
2025-03-24,Hostel B,Hostel,Cloudy,False,None,False,,154
2025-03-24,Spice Grill,Restaurant,Clear,False,Local Festival,False,4.5,312
2025-03-24,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,105
2025-03-25,Bistro 1,Restaurant,Light Rain,False,None,True,4.2,195
2025-03-25,Hostel B,Hostel,Clear,False,None,False,,152
2025-03-25,Spice Grill,Restaurant,Clear,False,None,False,4.1,207
2025-03-25,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,291
2025-03-26,Bistro 1,Restaurant,Clear,False,None,True,4.4,192
2025-03-26,Hostel B,Hostel,Clear,False,None,False,,160
2025-03-26,Spice Grill,Restaurant,Heatwave,False,None,True,3.8,186
2025-03-26,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,277
2025-03-27,Bistro 1,Restaurant,Clear,False,None,True,4.6,184
2025-03-27,Hostel B,Hostel,Cloudy,False,None,False,,157
2025-03-27,Spice Grill,Restaurant,Clear,False,None,False,4.0,200
2025-03-27,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,289
2025-03-28,Bistro 1,Restaurant,Light Rain,False,None,True,3.8,112
2025-03-28,Hostel B,Hostel,Clear,False,None,False,,141
2025-03-28,Spice Grill,Restaurant,Clear,False,None,False,4.9,222
2025-03-28,UEM Kolkata Hostel,Hostel,Clear,False,Local Festival,False,,68
2025-03-29,Bistro 1,Restaurant,Clear,False,None,False,4.6,170
2025-03-29,Hostel B,Hostel,Clear,False,None,False,,136
2025-03-29,Spice Grill,Restaurant,Clear,False,None,True,5.0,409
2025-03-29,UEM Kolkata Hostel,Hostel,Light Rain,False,None,False,,313
2025-03-30,Bistro 1,Restaurant,Light Rain,False,None,False,3.9,179
2025-03-30,Hostel B,Hostel,Cloudy,False,None,False,,158
2025-03-30,Spice Grill,Restaurant,Light Rain,False,None,False,4.8,263
2025-03-30,UEM Kolkata Hostel,Hostel,Clear,False,None,False,,281
2025-03-31,Bistro 1,Restaurant,Clear,False,None,False,4.7,124
2025-03-31,Hostel B,Hostel,Cloudy,False,None,False,,162
2025-03-31,Spice Grill,Restaurant,Clear,False,None,False,4.7,211
2025-03-31,UEM Kolkata Hostel,Hostel,Cloudy,False,None,False,,307
2025-04-01,Bistro 1,Restaurant,Heatwave,False,None,True,4.3,163
2025-04-01,Hostel B,Hostel,Cloudy,True,None,False,,106
2025-04-01,Spice Grill,Restaurant,Clear,False,None,True,4.5,260
2025-04-01,UEM Kolkata Hostel,Hostel,Cloudy,True,None,False,,247
2025-04-02,Bistro 1,Restaurant,Heatwave,False,None,True,4.9,183
2025-04-02,Hostel B,Hostel,Clear,True,None,False,,100
